smiles,logP,qed,SAS,5*QED-SAS
N#Cc1cc([N+](=O)[O-])ccc1NCCOCCO,0.88728,0.429355724,2.328098811,-0.181320191
Cc1ccc(S(C)(=O)=O)cc1C(=O)NCCNc1ncc(C(F)(F)F)cc1Cl,3.30762,0.667614529,2.337867237,1.000205408
CC(C)N(CCCO)C(=O)Cc1c(F)cccc1F,2.1267,0.863946364,2.228826319,2.090905501
Nc1cnc(Nc2ccc3c(c2)C(=O)NC3=O)c(Br)c1,2.0535,0.734415725,2.498918268,1.173160357
Cc1ccccc1C(=O)NCCC(=O)NC[C@H](O)c1ccc(Cl)cc1,2.61812,0.707677868,2.290295186,1.248094154
COc1ccc([C@@H]2NC(=O)[C@H]3COCCN32)cc1Cl,1.1778,0.895918623,3.326460424,1.153132691
COc1ccc2c(c1)[C@@H]([NH2+]CC(C)C)CCC2,2.292,0.851088531,3.695040807,0.560401848
CC(C)C[C@H](NC1=NS(=O)(=O)c2ccccc21)C(=O)N1CCCC1,1.7622,0.904954055,2.871238286,1.653531989
O=C(c1nnc2n1CCCC2)N1CC[C@]2(CCCN(CC3CC3)C2=O)C1,1.4791,0.82952889,3.752875016,0.394769434
C[C@@H](O)CN1CCN(C(=S)Nc2ccc(Br)cc2)C1=S,2.4292,0.792225166,3.155202083,0.805923747
COCc1cccc(C[NH2+][C@@H]2CCC[C@@H](C)C2)c1,2.4751,0.850205411,3.92909308,0.321933975
COc1cnc(F)c(C(=O)[O-])c1,-0.4072,0.587130889,2.966080023,-0.030425578
[NH3+][C@@H]1CCCC[C@@H]1/N=C/[C@@H]1C(=O)N=C(S)N(c2ccccc2)C1=O,1.0857,0.494144906,4.498557498,-2.027832968
Cc1ccc(S(=O)(=O)Nc2c(C)cccc2C)cc1,3.41266,0.913801734,1.654669654,2.914339016
CCc1noc(CC)c1CNC(=O)N[C@@H]1CCSc2ccc(F)cc21,3.9748,0.814041159,3.295597861,0.774607934
c1cnn(CCSc2ncnc3ccsc23)c1,2.6801,0.533195237,2.653367034,0.012609151
COC[C@H]([NH2+][C@H]1CC(=O)N(C)[C@H]1c1ccc(Cl)cc1)C1CC1,1.6002,0.871711328,4.263205161,0.095351479
CN(C)c1ccc(NC(=O)c2ccc(OCC(F)F)nc2)cn1,2.4388,0.884385267,2.411589533,2.010336802
COC(=O)[C@H](CC(C)C)NC(=O)c1nn(-c2ccccc2)c(=O)c2ccccc12,2.7032,0.647590415,2.536738933,0.701213142
CN1c2ccsc2C(=O)/C(=C(\[O-])NCc2ccccc2)S1(=O)=O,1.0296,0.66938759,3.118191215,0.228746735
CO[C@@H]1C2=CC=CC=C[C@H]2n2c(=O)n(C)c(=O)n21,0.1006,0.725890302,4.348257163,-0.718805653
Cc1ccc([NH+]2CC[NH2+]CC23CCCC3)cc1Cl,1.05462,0.76888361,5.573286952,-1.728868902
c1csc(N2CCN(CCn3cncn3)CC2)n1,0.5568,0.822899732,2.411192349,1.703306311
COC(=O)[C@H]1[C@H](c2ccc([N+](=O)[O-])cc2)C2(C(=O)c3ccccc3C2=O)[C@@H]2C=Cc3ccccc3N21,4.2012,0.229851592,4.098149128,-2.948891168
Cc1cc(-n2cncn2)ccc1C(=O)Nc1c(C)cccc1Cl,3.78984,0.772272914,2.109855513,1.751509057
CCSCCC(=O)N1CCN(Cc2ccc(Cl)cc2)CC1,3.1274,0.74046196,1.958639774,1.743670026
C[C@H]1CCC[NH+](CCCCNC(=O)N(C)[C@@H](C)c2ccc(F)cc2)C1,2.6231,0.726692459,4.277520894,-0.644058599
CCNC(=O)CN(CC)C(=O)COc1nn(C)c2nc(C)cc(C)c12,0.94854,0.817137348,2.551524992,1.534161748
CCc1onc(C)c1NC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@H](C)CC,3.48352,0.856063599,3.350284622,0.930033373
O=C(CNc1ccc(Cl)cc1F)NC[C@@H]1COc2ccccc2O1,2.8472,0.863972447,2.601842898,1.718019337
Cc1cc(CN2CCN(C(=O)c3cn(Cc4ccccc4)nc3-c3cccs3)CC2)on1,3.91432,0.433379834,2.44608351,-0.27918434
Cc1cc(Cl)ccc1NC(=O)Cn1cc(N)cn1,2.06582,0.895225325,2.039112964,2.437013661
COc1ccc(NC(=O)N2C[C@@H](c3ccccc3)OC[C@@H]2C)cc1,3.6891,0.910002648,2.750406046,1.799607194
CO[C@H](C)c1noc([C@]2([NH3+])CCOC2)n1,-0.3655,0.768976128,4.808925186,-0.964044546
COC(=O)/C(C#N)=C\Nc1cccc(O)c1,1.38458,0.459571817,2.397657566,-0.099798481
Nc1ncc(C[NH+]2CCC[C@@H](CO)C2)s1,-0.4875,0.679804829,5.056814427,-1.657790282
Cc1cccc(CN(C(=O)[C@@H](C)NC(=O)OC(C)(C)C)C2CC2)c1,3.39922,0.880989402,2.582761356,1.822185654
C#CCOC[C@@H]1CCCN(C(=O)Cc2cn(C)c3ccccc23)C1,2.6092,0.623979166,2.941021494,0.178874336
Cc1c(C(=O)Nc2ccc(F)cc2F)oc2c1[C@@H](O)CC(C)(C)C2,4.12432,0.834493067,3.040991496,1.131473839
CO[C@@H](C)c1nc(CN(C)C(=O)NC[C@@H](C)c2ccc(C)cc2)cs1,4.10402,0.77715054,3.250925482,0.634827218
Cc1ccc(NC(=O)COc2ccc(Cl)cc2-n2cnnc2)c(C)c1,3.55504,0.740410009,2.217007249,1.485042796
C[C@H](CCc1cccc(F)c1)C(=O)NC1C[C@@H]2CCC[C@H](C1)[NH+]2C,2.1088,0.853482378,5.225998807,-0.958586917
C[C@H]1C[C@@H]1c1ccc(/C=C/C(=O)N(C)CCCS(C)(=O)=O)o1,2.3093,0.722647334,3.406728015,0.206508655
CCOc1ccc(/C=C/C(=O)NC[C@@H]2CCCO2)cc1OC,2.4023,0.786217063,2.501120934,1.429964381
C[NH+]1CCN(c2ccc(Cl)cc2NC(=O)CCC2CCCCC2)CC1,2.9737,0.834082591,3.076062775,1.09435018
C/[NH+]=C(/NCc1oc2ccc(F)cc2c1C)N1CC[C@H]([NH+]2CCCC2)C1,-0.21068,0.541769009,4.865903637,-2.157058592
Cc1cc(=O)cc(C)n1C[C@](C)(O)CC(C)C,2.26224,0.874355101,3.32360252,1.048172985
C[C@@H]1[NH2+]CC[C@@H]1C(=O)Nc1ccc(C(F)(F)F)cc1Cl,2.2691,0.866623484,3.868804199,0.464313221
CCc1cc(NCc2c[nH]nc2-c2ccc(OC)cc2)n2nccc2n1,3.3025,0.549004448,2.835495481,-0.090473241
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,2.7374,0.776350829,1.87103761,2.010716535
CCc1nc(C)c([C@@H](C)N(C)C(=O)NC[C@@H](C)C[NH+]2CCCC2)s1,2.03112,0.79175886,4.712858737,-0.754064437
CCC[C@H]1NC(=O)N(Cc2nn(-c3ccc(F)cc3)c3c2CCC3)C1=O,2.7206,0.833848988,3.027682041,1.141562899
Cc1cc(NC(=O)CCOC2CCOCC2)ccc1OC(C)C,3.30642,0.822256102,2.194265927,1.917014583
COc1ccc(C(=O)c2ccc(SC)cc2)cc1Cl,4.3015,0.595003255,1.773558377,1.201457898
COc1ccc2c(c1)OC[C@@H]2O,1.121,0.68784535,2.614799836,0.824426914
CCOc1ccc2c(c1)CN(c1nnc(C)s1)CC2,2.80792,0.857533115,2.2872523,2.000413275
COc1cccc(-c2nnc(SCC(=O)c3cc4ccccc4oc3=O)o2)c1,3.8266,0.268011471,2.271694724,-0.931637369
CCCCCc1nc2c(c(=O)c3ccccc3n2C)c(=O)n1C1CCCC1,4.0962,0.486324265,2.421800088,0.009821237
C[C@H]1CCCCN1S(=O)(=O)c1ccc2c(c1)CCC(=O)N2CC(=O)NC1CCCC1,2.5877,0.771313734,2.825182715,1.031385955
COCC[C@@H](C)C(=O)Nc1ccc(Oc2ccc(C)cn2)cc1,3.79342,0.818829624,2.493177755,1.600970365
O=C(NCc1ccccc1Cn1cccn1)c1ccc([N+](=O)[O-])o1,2.3626,0.553492643,2.312655546,0.454807669
COC(=O)C1CCN(c2ncnc(Nc3cc(Cl)ccc3OC)c2[N+](=O)[O-])CC1,3.1798,0.419326265,2.393529879,-0.296898554
[NH3+]CC1CCC(C(=O)N[C@@H]2CONC2=O)CC1,-1.4191,0.599504192,3.88764946,-0.8901285
Cc1cc(C(F)(F)F)c2c(C)nn(CC(=O)N[C@H](C)Cn3nc(C)cc3C)c2n1,3.08518,0.695281558,3.132265034,0.344142756
Cc1ccc(-n2nnnc2NCc2cccnc2OC2CCCC2)cc1,3.29922,0.722102005,2.407559559,1.202950466
C[NH+]1CCN(C[C@@H](O)COc2cccc(C[NH3+])c2)CC1,-2.0015,0.600070497,4.337172712,-1.336820227
C[C@@H](CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,2.6768,0.651668421,2.305667033,0.952675072
C=CCOc1ccc(C(=O)N(Cc2cccc(F)c2)[C@@H]2CCS(=O)(=O)C2)cc1,3.22,0.655937929,2.72631451,0.553375135
CC1(C)CCC([C@@H]([NH3+])c2cscc2Br)CC1,4.01,0.824391176,4.208036511,-0.086080631
Cc1ccc(-c2nnc([C@@H](C)OC(=O)c3cc(S(N)(=O)=O)ccc3C)o2)cc1,2.91884,0.645856978,2.705464861,0.523820029
O=C(C[C@H]1Sc2ccccc2NC1=O)Nc1ncc(Cc2c(Cl)cccc2Cl)s1,5.4823,0.509376968,2.998217112,-0.451332272
CCOC(=O)c1ccc(CN(C)c2cc(C(C)C)[nH+][nH]2)o1,2.3583,0.830253582,3.591099323,0.560168587
C[C@@H]1CCCC[C@H]1OCC[NH+]1CCC(NC(N)=O)CC1,0.2973,0.695248538,4.560656966,-1.084414276
CCCC[C@]1(c2ccc(F)cc2)NC(=O)N(Cc2cc(=O)n3cccc(C)c3n2)C1=O,3.27952,0.60778847,3.059936748,-0.020994398
CN1C(=O)C[C@@H](C(=O)Nc2ccc(C(=O)c3nccn3C)cc2)[C@H]1c1cccnc1,2.2042,0.660862741,3.26496844,0.039345265
Cc1nc(S(=O)(=O)N[C@H](C)c2ccc(C#N)cc2)cn1C,1.6397,0.937640567,2.86146572,1.826737115
COc1ccc(CC/N=C/[C@H]2C(=O)N(c3nc4ccccc4s3)N=C2C(F)(F)F)cc1,4.4995,0.50107054,3.280888068,-0.775535368
CCOC(=O)C1=NN(c2ccc(C)cc2Cl)[C@@](C)(C(=O)[O-])C1,1.28622,0.788615321,3.461636598,0.481440007
COc1ccc(C[NH2+][C@H](C)c2ccc(Cl)s2)cc1C#N,3.10638,0.910721805,3.718620515,0.83498851
COC(=O)[C@H]1C[NH+](Cc2nc(N)ccc2Cl)C[C@@H]1C,0.141,0.795209911,4.743155973,-0.767106418
C[C@H](O)C[C@H](C)CNC(=O)COc1ccc(Cl)cc1,2.242,0.809624544,2.683377781,1.364744939
CC[C@@H](CNC(=O)c1ccccc1F)Oc1cccc(F)c1,3.5522,0.864909327,2.397853972,1.926692663
C[NH+](CC(=O)NC1CC[NH+](CC2(O)CCCCC2)CC1)[C@@H]1CCSC1,-1.1347,0.50316928,5.39020182,-2.87435542
O=C1C=CC(=O)N1c1ccc(-c2nc3ccccc3[nH]2)cc1,2.6593,0.734745956,2.204859655,1.468870125
Cc1ccc([C@@H](C)NC(=O)NCc2cc(=O)[nH]c3ccccc23)cc1,3.39692,0.669959342,2.442042931,0.907753779
CCCCOc1cccc(C(=O)NNC(=O)C2CCCCC2)c1,3.2068,0.615566876,1.873635577,1.204198803
COc1ccc(C)c2sc(NC(=O)c3ccc(SC(C)C)cc3)nc12,5.36612,0.592014424,2.193160467,0.766911653
Cc1nc2n(n1)CCC[C@@H]2NS(=O)(=O)N1CCC(C(C)(C)C)CC1,2.01392,0.903814437,3.457947763,1.061124422
O=C(Cn1c(=O)oc2cc(S(=O)(=O)N3CCCCC3)ccc21)c1ccc2c(c1)OCCO2,2.4232,0.540437505,2.45999201,0.242195515
O=C(NCC1CC1)C(=O)Nc1ccc2c3c(cccc13)CC2,2.4031,0.854300616,2.198532148,2.072970932
CC[C@]1(c2ccc(Cl)cc2)NC(=O)N(CC(=O)Nc2c(C(C)C)cccc2C(C)C)C1=O,5.3826,0.531921115,2.859712028,-0.200106453
CCN(C(=O)N[C@@H]1CCN(c2c(F)cccc2F)C1=O)C1CC1,2.264,0.925930911,3.000231855,1.6294227
CN(CCOc1ccccc1)C(=O)Cn1cnnn1,0.2105,0.76136543,2.168759433,1.638067717
COc1c(Br)cc(Cl)cc1NCC1CC[NH2+]CC1,2.4964,0.886671408,3.537871535,0.895485505
CSc1ccccc1NC(=O)CN(C)C(=O)CCC1CCCC1,3.7758,0.749216457,2.117664743,1.628417542
C[C@@H]1CCC[C@@H](CCNC(=O)N[C@@H]2C=C[C@H](CO)C2)C1,2.439,0.677215855,3.907764141,-0.521684866
Cc1nc(CN(C)c2nccc(C(F)(F)F)n2)cs1,2.89672,0.863478925,2.633257228,1.684137397
COC(=O)c1cccc(C(=O)OCc2sc(C)nc2C)c1,2.90354,0.805825272,2.106132745,1.922993615
COc1cccc(C(=O)N2CCNC(=O)[C@H]2C(C)C)n1,0.6868,0.897504329,2.982341664,1.505179981
C[C@H]1C[C@H]1C(=O)N1CCN(C(=O)NCC(C)(C)[NH+]2CCCCC2)CC1,0.3436,0.784932443,4.232354913,-0.307692698
CC1(C)C[C@H]([NH2+][C@H]2CCSc3ccc(Cl)cc32)C(C)(C)O1,3.7864,0.867644474,4.534221326,-0.195998956
CCc1ccsc1CNC(=O)NC[C@@H](c1ccccc1)N1CCOCC1,3.1832,0.772340611,2.859521832,1.002181223
C[C@@H](NC(=O)c1ccco1)C(=O)N1CCCC[C@H]1C,1.7989,0.911490775,2.818105079,1.739348796
C[C@H](Sc1ccc(S(=O)(=O)N2CCOCC2)cn1)C(=O)c1cccc(Cl)c1,3.1194,0.514612265,2.753661219,-0.180599894
O=C(Nc1ccc2c(c1)OCO2)C1CC[NH+]([C@@H](C(=O)Nc2ccc(F)cc2)c2ccccc2)CC1,3.1678,0.503463677,3.465145188,-0.947826803
CC(=O)N1N=C(c2ccccc2[N-]S(C)(=O)=O)C[C@H]1c1ccnc2ccccc12,3.8972,0.633952855,3.590822589,-0.421058314
Cc1ccc(CNC(=O)CCCN2C(=O)c3ccc(C)cc3C2=O)cc1,2.99604,0.806262372,1.907292503,2.124019357
CC1CCN(C(=O)[C@@H](C)S(=O)(=O)Cc2cccc(C(=O)N(C)C)c2)CC1,1.9502,0.786870149,2.763767505,1.17058324
CC(=O)c1cn(Cc2ccc3c(c2)OCO3)c2ccccc12,3.6209,0.674670194,2.026265905,1.347085065
CCOC(=O)[C@@H]1CCCN(C(=O)c2ccc(OC)c([N+](=O)[O-])c2)C1,2.0187,0.465535894,2.449777833,-0.122098363
Cc1ccc(-c2ccc(=O)n(C[NH2+]C3(c4ccc(F)cc4)CCCC3)n2)s1,3.40972,0.718147539,3.323438388,0.267299307
OCCC[NH+](CCO)Cc1cc(Cl)ccc1O,-0.1948,0.567362352,4.181592566,-1.344780806
CC(=O)Oc1cn(OC(C)=O)c2ccccc12,1.5417,0.745008244,2.455032867,1.270008353
CN(Cc1ccccc1)C(=O)c1ccc(Br)c([N+](=O)[O-])c1,3.6295,0.609285203,1.866842559,1.179583456
Cc1nc(C[NH+](C)Cc2ccc3c(c2)OCO3)oc1C,1.23504,0.922555587,3.8818383,0.730939635
COc1ccc(Nc2ncc(CN3CCN(c4cn[nH]c(=O)c4)CC3)s2)cc1,2.3008,0.659910284,2.498619552,0.800931868
COc1ccc([N+](=O)[O-])cc1-c1ccc(/C=C(\C#N)C(=O)Nc2cccc(Br)c2)o1,5.17158,0.221959832,2.432714692,-1.322915532
O=C(CCC(=O)c1ccc2c(c1)CCCC2)NCc1nc2ccccc2s1,4.4544,0.616774056,2.190046702,0.893823578
CCCn1c(SCc2c(C)noc2C)nc2cc(S(N)(=O)=O)ccc21,2.99084,0.652636864,2.435307423,0.827876897
Cc1ccc2c(c1)nc(CCNC(=O)Cc1c[nH]c3ccccc13)n2C,3.26442,0.57291324,2.172408566,0.692157634
COc1ccc([C@H](C)Nc2ccc(C(N)=O)nn2)cc1,1.7572,0.871556839,2.541499636,1.816284559
Cc1nc(-n2cccc2)sc1C(=O)Nc1nnc(C(C)C)s1,3.46942,0.776056991,2.583123109,1.297161846
O[C@H](COc1ccc(Cl)cc1)C[NH+]1CCN(c2ccc(F)cc2)CC1,1.6239,0.823662458,3.510488922,0.607823368
CCc1ccc(NC(=O)[C@H](C)Sc2nnc(N)s2)cc1,2.802,0.824903044,2.504928482,1.619586738
CC[C@H](C)NC(=O)[C@H](C)Oc1cccc(C=O)c1,2.1811,0.788568194,2.708356002,1.234484968
COc1ccc(CNC(=O)[C@H]2C[C@H]3CC[C@@H]2C[C@@]32NC(=O)c3ccccc3O2)cc1OC,3.2749,0.73886402,4.894909734,-1.200589634
Cn1cnnc1SCC(=O)Nc1ccc(N2CC[NH+](C)CC2)cc1,-0.1194,0.761502532,3.183074944,0.624437716
COC(C)(C)C[C@H](C)[NH2+]Cc1ccc(Br)cc1,2.7161,0.854681952,3.818622496,0.454787264
CC(=O)c1ccc(OC[C@H](O)C[NH+]2CC(C)(C)C2(C)C)cc1,1.3322,0.78843044,3.979104547,-0.036952347
CCS(=O)(=O)N1CCN(C(=O)c2ccc(O)c(Cl)c2)CC1,1.1531,0.911835195,2.060042811,2.499133164
C[C@H](Oc1ccccc1F)C(=O)NNC(=O)c1ccc(Cl)c(Cl)c1,3.361,0.795066771,2.354358952,1.620974903
Cc1ccc(-c2c(C)nn(CC(=O)Nc3ccnn3C3CCCCC3)c2C)o1,4.40876,0.679709913,2.631672352,0.766877213
CC(C)n1cc(C[NH+]2CCCN(C(=O)[C@H](C)OCC3CC3)CC2)cn1,0.8963,0.807720004,4.448259567,-0.409659547
O=C(N[C@H](c1cccc(C(F)(F)F)c1)C1CC1)N[C@H](CO)c1ccco1,3.7823,0.704672974,3.25632815,0.26703672
CCCCS(=O)(=O)N1CCCCCC1,1.9923,0.72866386,1.910939757,1.732379543
CCn1c(N2CCC[C@@H](C(=O)NC3CCCC3)C2)[nH+]c2ccccc21,2.7505,0.924570049,3.549256941,1.073593304
CCO[C@@H]1C[C@H](NC(=O)Cc2cc(C(C)=O)ccc2OC)C12CCCCC2,3.6844,0.720363379,3.712904819,-0.111087924
O=C(NCc1nn(-c2ccccc2)c2c1CCC2)NC1CCCCC1,3.4929,0.876339864,2.269934396,2.111764924
CCc1nc(CCl)cs1,2.4443,0.60746012,2.437300623,0.599999977
Cc1ccc(C)c(NNC(=O)C[C@@H](O)c2ccc(Cl)cc2)c1,3.52364,0.722044406,2.541421636,1.068800394
CC1(C)[C@H]2CC[C@]1(C)c1nc3ccccc3n1C2=O,3.384,0.707943168,4.086335089,-0.546619249
CCc1nn(C)cc1C(=O)N1CCS[C@@H](C(C)C)C1,2.1961,0.854756215,3.537588405,0.73619267
COc1cc(C[NH+]2[C@H](C)CC[C@H]2C)cc([N+](=O)[O-])c1O,1.2647,0.650796799,4.355542661,-1.101558666
O=S(=O)(/C=C/c1ccccc1)Nc1cccc(-c2cn3ccsc3n2)c1,4.4754,0.530411968,2.457958234,0.194101606
CC1(C)C(=O)N(CC[NH3+])S1(=O)=O,-1.8211,0.59490773,4.482658484,-1.508119834
CC[C@@H](Cc1ccccc1)NC(=O)N1CCO[C@H](c2ccccc2)C1,3.7908,0.873891635,2.779753374,1.589704801
CCS(=O)(=O)N1CCC(NC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1,2.1551,0.781348353,3.364588623,0.542153142
COc1ccccc1COC(=O)COc1ccc2ccccc2c1,3.9706,0.621914634,1.759048848,1.350524322
O=S(=O)(Nc1cccc(S(=O)(=O)Nc2ccccc2Cl)c1)c1ccccc1,3.9416,0.607479669,1.833404302,1.203994043
CC[C@@H](c1ccccc1)[C@@H]1CCCN1C(=O)c1cc(C#N)cs1,4.41818,0.799667026,3.293189482,0.705145648
C[C@@]12CC[C@H]3O[C@H](Cc4ccccc4)OC[C@@]3(C)[C@@H]1CC[C@@H](O)[C@H]2CC(=O)NCc1cccs1,4.9321,0.585170538,4.328846349,-1.402993659
Cc1cc(NC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(-c2nc([O-])c3cnn(C)c3n2)n1,2.38052,0.505232183,3.048058623,-0.521897708
O=C(Nc1cccc(Cl)c1)N1CCCN(C(=O)c2ccnc(C3CC3)n2)CC1,3.3874,0.840785767,2.309323506,1.894605329
O=C1NC(=O)c2ccccc2/C1=C/c1ccccc1,2.4972,0.622453106,1.867079433,1.245186097
CC[NH+](C)C[C@@H]1CC[NH+](C2C[C@@H](C)C[C@@H](C)C2)C1,0.2505,0.728859346,6.363452404,-2.719155674
CC1CCC(O)(C[NH+](C(C)C)[C@@H]2CCCC[C@@H]2O)CC1,1.5244,0.739788477,4.643730329,-0.944787944
COCC(=O)N1CCN(C(=O)/C=C/c2ccc(OC(C)C)cc2)CC1,1.8042,0.742439565,2.119839148,1.592358677
Cc1nc(N2CCC([C@]3(Cc4ccc(F)cc4)NC(=O)NC3=O)CC2)c(C)c[nH+]1,1.68894,0.773644023,3.837368555,0.03085156
Cn1cccc1CN(Cc1cccs1)C(=O)c1ccc(Br)cc1,4.6917,0.593999155,2.200809703,0.769186072
COCCOc1ccc(NC(=O)N2CCC[C@H](c3ccccc3)CC2)cc1F,4.6525,0.702729177,2.446825145,1.06682074
C[C@H]1CC[C@@]1(C(=O)[O-])c1ccc(Cl)cc1Cl,2.411,0.816875476,3.694844452,0.389532928
Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCc3cccc(C)c3)c2C)cc1,4.34266,0.610289742,1.871651246,1.179797464
C=CCOc1ccc([C@H]2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2c2nccs2)cc1,5.2175,0.375278856,3.002972548,-1.126578268
CC(C)CCC(=O)N1CCc2c1cccc2[N+](=O)[O-],2.9201,0.613357314,2.353133559,0.713653011
COc1cccc(C(=O)Nc2cnn(-c3ccccc3)n2)c1,2.5282,0.801219111,2.025722876,1.980372679
CCOC(=O)c1ccc(CNc2cc(F)c(OC)c(F)c2)o1,3.3552,0.813431959,2.262001037,1.805158758
Cc1cccc(NC(=O)/C(C#N)=C/C=C/c2ccc(C#N)cc2)c1C,4.277,0.496023368,2.390074533,0.090042307
COc1cccc(/C=C/C(=O)N2CCOc3ccccc32)c1OC(F)F,3.7354,0.739750379,2.419444458,1.279307437
NS(=O)(=O)[C@@H]1CCCN(C(=O)CCCc2ccc(Cl)cc2)C1,1.9422,0.89097326,2.623311422,1.831554878
Cc1cccc(-n2ccnc2S[C@H](C)C(=O)N2CCNC2=O)c1C,2.52154,0.864380436,2.942368251,1.379533929
CC[NH+](C)[C@H](C)C(=O)Nc1cc(Cl)ccc1C,1.51002,0.848392048,3.720652935,0.521307305
COc1ccccc1N1CC[NH+](CCNC(=O)C(=O)Nc2cccc(F)c2)CC1,0.2941,0.623037754,3.095090315,0.020098455
Cc1cccc(C(=O)Nc2cccc(OCc3cc(=O)n4c(ncn4C(C)C)n3)c2)c1,3.61162,0.504384362,2.550229053,-0.028307243
CC[C@](C)(C(=O)NC1CCCCC1)N(C)C(=O)CNC(=O)c1ccccc1,2.4924,0.76990653,2.794196417,1.055336233
Nc1ccc(N2C(=O)[C@H]3CCCN3C2=O)cc1,1.1998,0.590155178,2.578166768,0.372609122
COc1ccc([C@H]([NH3+])[C@]2(C)CCCO2)cc1C,1.85572,0.87601791,3.866424326,0.513665224
Cc1ccc(-n2nc(C(=O)[O-])c(C)c(C#N)c2=O)cc1Cl,0.73792,0.828188946,2.785053236,1.355891494
O=C(Nc1ccccc1C(=O)Nc1ccnn1Cc1ccccc1)c1ccco1,4.029,0.504749895,2.059936958,0.463812517
CCOC(=O)CSc1nnc2c3c(C)c(C)sc3ncn12,2.61104,0.541502298,2.546247271,0.161264219
COC[C@@H](C)N1CCN(C(=O)c2ccc(C)nc2C)CC1,1.49114,0.851219581,2.621657036,1.634440869
CCOCCCNC(=O)[C@H](C)N1CCCC2(C1)OCCO2,0.7566,0.715202581,3.529841301,0.046171604
CCOc1ccc(NC(=O)[C@@H](C)N2C(=O)[C@H]3[C@@H]4C=C[C@H]([C@@H]3C2=O)[C@@H]2C[C@H]42)cc1,2.4654,0.628555905,4.518846674,-1.376067149
CNC(=O)c1ccc(C[NH2+]CCCN2C[C@@H](C)O[C@H](C)C2)cc1,0.6089,0.737376187,3.767991688,-0.081110753
C[C@@H](Cc1ccc(C(F)(F)F)cc1)NCc1ccc([S@@](C)=O)cc1,4.1636,0.810133451,2.932641954,1.118025301
CCC[C@H](C)N1C[C@H](C(=O)N2CCc3ccc([N+](=O)[O-])cc3C2)CC1=O,2.5166,0.596400892,3.188551227,-0.206546767
CSCC[C@H](C(=O)Nc1ccc(C(C)=O)cc1)N1C(=O)c2ccccc2C1=O,3.2456,0.564558932,2.589571562,0.233223098
COc1cccc([C@@H]2C(C(C)=O)=C([O-])C(=O)N2CCN2CCOCC2)c1,0.1141,0.736343754,3.084401264,0.597317506
CNC(=O)c1cc(S(=O)(=O)N(C)C)ccc1Cl,0.9499,0.906899792,1.868745603,2.665753357
CCC1(CC)CCN(C(=O)NC(=O)CCC(=O)[O-])C1,0.2648,0.79365058,3.147980165,0.820272735
Cc1ccc(S(=O)(=O)N(C)c2cc(C(F)(F)F)cc(Cl)n2)cc1,3.88732,0.751042603,2.339721362,1.415491653
CCN1C(=O)[C@@]2(c3ccccc31)[C@@H]1C(=O)N(Cc3ccccc3)C(=O)[C@@H]1[C@@H]1CCCN12,2.5278,0.722032402,3.972253574,-0.362091564
COc1ccc(C(=O)N2CCC[C@H](C(=O)[O-])C2)cc1,0.2973,0.803453672,2.589585106,1.427683254
Cc1ccc(OCC(=O)Nc2nnc(-c3ccn(C(C)C)n3)o2)cc1,2.83992,0.735356753,2.381762829,1.295020936
COc1ccc([C@H](CC(=O)N(C)[C@H]2CCC[C@H](C)C2)NC(C)=O)cc1,3.2996,0.84474308,3.136212562,1.087502838
CCC[NH2+][C@H](C)c1ccc(N2CCNC(=O)C2)cc1,0.6572,0.833448429,3.679859707,0.487382438
COCCOCCSc1nc2c(cc1C#N)CCCC2,2.58718,0.569460793,2.568869907,0.278434058
CC[C@H](CSC)N(C)C(=O)c1ccc(C)nc1C,2.91204,0.814349538,3.086288689,0.985459001
Cc1nc(C[C@@H](O)[C@H]2CSCCO2)sc1C,1.79534,0.904919206,3.998974828,0.525621202
CCOc1cccc(NCc2ccc(CC(C)C)cc2)c1,4.8959,0.74671121,1.686429005,2.047127045
COc1ccc(CNc2ccc(C(N)=O)nn2)cc1Br,1.9587,0.875269361,2.2018614,2.174485405
O=C([O-])c1cc(S(=O)(=O)NNC(=O)[C@H]2C=C(c3ccccc3)N=N2)ccc1F,0.3742,0.685776733,3.636449077,-0.207565412
Cc1ccc(NC(=O)c2ccco2)c(NC(=O)c2cccs2)c1,4.15412,0.726982194,2.006202011,1.628708959
COC(=O)C1=C(C)C(C(=O)N2CCN(S(=O)(=O)c3cccs3)CC2)=N[C@@H]1C,0.9136,0.696815193,3.264075602,0.220000363
Cc1cc(Cl)ccc1NC(=O)CSc1nnc(C(C)C)n1N,2.80792,0.641714989,2.221068742,0.987506203
CC(C)CC1(CNC(=O)[C@@H](NC(N)=O)C(C)C)CCCC1,2.402,0.674078717,3.022202735,0.34819085
Cc1cc(C)c(CNC(=O)[C@@H]2CCCCN2S(C)(=O)=O)c(=O)[nH]1,0.42204,0.846657898,2.865476095,1.367813395
Cc1cc(C(=O)OC(C)C)c(NC(=O)c2ccncc2)s1,3.26902,0.86562484,2.167115504,2.161008696
